#AUC    50.00   LogAUC  0.00
0.0000	0.0000
0.1008	0.1008
0.2016	0.2016
0.3024	0.3024
0.4032	0.4032
0.5040	0.5040
0.6048	0.6048
0.7056	0.7056
0.8063	0.8063
0.9071	0.9071
1.0079	1.0079
1.1087	1.1087
1.2095	1.2095
1.3103	1.3103
1.4111	1.4111
1.5119	1.5119
1.6127	1.6127
1.7135	1.7135
1.8143	1.8143
1.9151	1.9151
2.0159	2.0159
2.1167	2.1167
2.2175	2.2175
2.3183	2.3183
2.4190	2.4190
2.5198	2.5198
2.6206	2.6206
2.7214	2.7214
2.8222	2.8222
2.9230	2.9230
3.0238	3.0238
3.1246	3.1246
3.2254	3.2254
3.3262	3.3262
3.4270	3.4270
3.5278	3.5278
3.6286	3.6286
3.7294	3.7294
3.8302	3.8302
3.9310	3.9310
4.0317	4.0317
4.1325	4.1325
4.2333	4.2333
4.3341	4.3341
4.4349	4.4349
4.5357	4.5357
4.6365	4.6365
4.7373	4.7373
4.8381	4.8381
4.9389	4.9389
5.0397	5.0397
5.1405	5.1405
5.2413	5.2413
5.3421	5.3421
5.4429	5.4429
5.5436	5.5436
5.6444	5.6444
5.7452	5.7452
5.8460	5.8460
5.9468	5.9468
6.0476	6.0476
6.1484	6.1484
6.2492	6.2492
6.3500	6.3500
6.4508	6.4508
6.5516	6.5516
6.6524	6.6524
6.7532	6.7532
6.8540	6.8540
6.9548	6.9548
7.0556	7.0556
7.1563	7.1563
7.2571	7.2571
7.3579	7.3579
7.4587	7.4587
7.5595	7.5595
7.6603	7.6603
7.7611	7.7611
7.8619	7.8619
7.9627	7.9627
8.0635	8.0635
8.1643	8.1643
8.2651	8.2651
8.3659	8.3659
8.4667	8.4667
8.5675	8.5675
8.6683	8.6683
8.7690	8.7690
8.8698	8.8698
8.9706	8.9706
9.0714	9.0714
9.1722	9.1722
9.2730	9.2730
9.3738	9.3738
9.4746	9.4746
9.5754	9.5754
9.6762	9.6762
9.7770	9.7770
9.8778	9.8778
9.9786	9.9786
10.0794	10.0794
10.1802	10.1802
10.2809	10.2809
10.3817	10.3817
10.4825	10.4825
10.5833	10.5833
10.6841	10.6841
10.7849	10.7849
10.8857	10.8857
10.9865	10.9865
11.0873	11.0873
11.1881	11.1881
11.2889	11.2889
11.3897	11.3897
11.4905	11.4905
11.5913	11.5913
11.6921	11.6921
11.7929	11.7929
11.8936	11.8936
11.9944	11.9944
12.0952	12.0952
12.1960	12.1960
12.2968	12.2968
12.3976	12.3976
12.4984	12.4984
12.5992	12.5992
12.7000	12.7000
12.8008	12.8008
12.9016	12.9016
13.0024	13.0024
13.1032	13.1032
13.2040	13.2040
13.3048	13.3048
13.4056	13.4056
13.5063	13.5063
13.6071	13.6071
13.7079	13.7079
13.8087	13.8087
13.9095	13.9095
14.0103	14.0103
14.1111	14.1111
14.2119	14.2119
14.3127	14.3127
14.4135	14.4135
14.5143	14.5143
14.6151	14.6151
14.7159	14.7159
14.8167	14.8167
14.9175	14.9175
15.0182	15.0182
15.1190	15.1190
15.2198	15.2198
15.3206	15.3206
15.4214	15.4214
15.5222	15.5222
15.6230	15.6230
15.7238	15.7238
15.8246	15.8246
15.9254	15.9254
16.0262	16.0262
16.1270	16.1270
16.2278	16.2278
16.3286	16.3286
16.4294	16.4294
16.5302	16.5302
16.6309	16.6309
16.7317	16.7317
16.8325	16.8325
16.9333	16.9333
17.0341	17.0341
17.1349	17.1349
17.2357	17.2357
17.3365	17.3365
17.4373	17.4373
17.5381	17.5381
17.6389	17.6389
17.7397	17.7397
17.8405	17.8405
17.9413	17.9413
18.0421	18.0421
18.1429	18.1429
18.2436	18.2436
18.3444	18.3444
18.4452	18.4452
18.5460	18.5460
18.6468	18.6468
18.7476	18.7476
18.8484	18.8484
18.9492	18.9492
19.0500	19.0500
19.1508	19.1508
19.2516	19.2516
19.3524	19.3524
19.4532	19.4532
19.5540	19.5540
19.6548	19.6548
19.7555	19.7555
19.8563	19.8563
19.9571	19.9571
20.0579	20.0579
20.1587	20.1587
20.2595	20.2595
20.3603	20.3603
20.4611	20.4611
20.5619	20.5619
20.6627	20.6627
20.7635	20.7635
20.8643	20.8643
20.9651	20.9651
21.0659	21.0659
21.1667	21.1667
21.2675	21.2675
21.3682	21.3682
21.4690	21.4690
21.5698	21.5698
21.6706	21.6706
21.7714	21.7714
21.8722	21.8722
21.9730	21.9730
22.0738	22.0738
22.1746	22.1746
22.2754	22.2754
22.3762	22.3762
22.4770	22.4770
22.5778	22.5778
22.6786	22.6786
22.7794	22.7794
22.8802	22.8802
22.9809	22.9809
23.0817	23.0817
23.1825	23.1825
23.2833	23.2833
23.3841	23.3841
23.4849	23.4849
23.5857	23.5857
23.6865	23.6865
23.7873	23.7873
23.8881	23.8881
23.9889	23.9889
24.0897	24.0897
24.1905	24.1905
24.2913	24.2913
24.3921	24.3921
24.4928	24.4928
24.5936	24.5936
24.6944	24.6944
24.7952	24.7952
24.8960	24.8960
24.9968	24.9968
25.0976	25.0976
25.1984	25.1984
25.2992	25.2992
25.4000	25.4000
25.5008	25.5008
25.6016	25.6016
25.7024	25.7024
25.8032	25.8032
25.9040	25.9040
